26-Nov-2008 00:45:45	26-Nov-2008 00:46:30	4
26-Nov-2008 00:47:00	26-Nov-2008 00:49:00	6
26-Nov-2008 00:49:10	26-Nov-2008 08:13:00	10
26-Nov-2008 08:16:10	26-Nov-2008 08:17:30	4
26-Nov-2008 08:18:00	26-Nov-2008 08:23:20	5
26-Nov-2008 08:35:00	26-Nov-2008 08:36:40	6
26-Nov-2008 08:42:00	26-Nov-2008 16:59:00	1
26-Nov-2008 17:08:10	26-Nov-2008 17:08:55	4
26-Nov-2008 19:13:10	26-Nov-2008 19:14:10	4
26-Nov-2008 19:34:00	26-Nov-2008 21:48:40	1
26-Nov-2008 23:48:20	26-Nov-2008 23:49:10	4
27-Nov-2008 00:04:50	27-Nov-2008 00:07:15	6
04-Dec-2008 00:16:00	04-Dec-2008 06:59:00	10
04-Dec-2008 07:00:00	04-Dec-2008 07:01:15	4
04-Dec-2008 07:01:30	04-Dec-2008 07:07:00	5
04-Dec-2008 07:21:20	04-Dec-2008 16:48:30	1
04-Dec-2008 17:06:50	04-Dec-2008 17:35:30	15
04-Dec-2008 19:29:45	04-Dec-2008 19:30:30	4
04-Dec-2008 19:44:15	04-Dec-2008 22:30:15	1
04-Dec-2008 22:46:15	04-Dec-2008 22:47:00	17
05-Dec-2008 03:03:20	05-Dec-2008 03:04:20	4
06-Dec-2008 04:49:55	06-Dec-2008 04:50:40	4
06-Dec-2008 04:51:50	06-Dec-2008 08:31:20	10
06-Dec-2008 08:32:00	06-Dec-2008 08:32:45	4
06-Dec-2008 08:44:00	06-Dec-2008 08:55:00	13
06-Dec-2008 09:52:30	06-Dec-2008 10:55:10	1
06-Dec-2008 10:58:30	06-Dec-2008 11:03:00	17
06-Dec-2008 12:13:30	06-Dec-2008 12:14:20	4
06-Dec-2008 12:17:50	06-Dec-2008 13:25:50	1
06-Dec-2008 13:27:30	06-Dec-2008 13:29:40	4
06-Dec-2008 13:37:00	06-Dec-2008 18:14:45	1
06-Dec-2008 18:17:55	06-Dec-2008 18:18:25	4
06-Dec-2008 18:31:00	07-Dec-2008 01:03:30	1
07-Dec-2008 01:04:55	07-Dec-2008 01:05:55	4
23-Nov-2008 05:28:50	23-Nov-2008 05:29:50	4
23-Nov-2008 09:24:00	23-Nov-2008 09:26:40	4
23-Nov-2008 09:26:00	23-Nov-2008 09:30:00	5
23-Nov-2008 09:37:40	23-Nov-2008 09:40:20	6
23-Nov-2008 09:44:10	23-Nov-2008 16:14:10	1
23-Nov-2008 16:14:30	23-Nov-2008 16:15:20	4
23-Nov-2008 17:11:30	23-Nov-2008 21:55:20	1
23-Nov-2008 21:56:45	23-Nov-2008 21:58:20	4
23-Nov-2008 23:14:00	23-Nov-2008 23:15:10	17
24-Nov-2008 00:15:20	24-Nov-2008 00:16:30	4
