27-Jul-2009 05:02:46	27-Jul-2009 05:03:24	4
27-Jul-2009 12:17:38	27-Jul-2009 12:17:42	4
27-Jul-2009 12:30:08	27-Jul-2009 12:47:48	5
27-Jul-2009 12:53:13	27-Jul-2009 12:54:03	17
27-Jul-2009 13:18:13	27-Jul-2009 23:04:32	1
27-Jul-2009 23:22:11	27-Jul-2009 23:22:51	6
27-Jul-2009 23:25:08	27-Jul-2009 23:25:50	4
27-Jul-2009 23:25:10	28-Jul-2009 09:34:42	10
28-Jul-2009 09:56:17	28-Jul-2009 09:57:11	4
30-Jul-2009 03:09:00	30-Jul-2009 11:18:18	10
30-Jul-2009 11:18:27	30-Jul-2009 11:19:12	4
30-Jul-2009 11:21:22	30-Jul-2009 11:32:26	13
30-Jul-2009 12:01:04	30-Jul-2009 12:03:44	4
30-Jul-2009 12:54:36	30-Jul-2009 13:03:14	5
30-Jul-2009 13:11:43	30-Jul-2009 17:10:20	1
30-Jul-2009 17:12:11	30-Jul-2009 17:12:58	17
30-Jul-2009 17:13:51	31-Jul-2009 01:01:30	1
31-Jul-2009 01:21:37	31-Jul-2009 01:23:02	6
